Fix time interval of version 4.x,,,,,,,,,,,,,,,,,,,,,
,v4.0..v4.0.9,v4.1..v4.1.52,v4.2..v4.2.8,v4.3..v4.3.6,v4.4..v4.4.216,v4.5..v4.5.7,v4.6..v4.6.7,v4.7..v4.7.9,v4.8..v4.8.17,v4.9..v4.9.216,v4.10..v4.10.17,v4.11..v4.11.12,v4.12..v4.12.14,v4.13..v4.13.16,v4.14..v4.14.173,v4.15..v4.15.18,v4.16..v4.16.18,v4.17..v4.17.19,v4.18..v4.18.20,v4.19..v4.19.109,v4.20..v4.20.17
5054,,,,,287,,,,,0,,,,,1,,,,,9584,
5055,,,,,46545,,,,,0,,,,,3,,,,,3972,
5056,,,,,987,,,,,161385,,,,,1,,,,,4898,
5057,,,,,118471,,,,,22783,,,,,5492,,,,,17642,
5058,,,,,477,,,,,26505,,,,,54943,,,,,1203,
5059,,,,,61082,,,,,1284,,,,,1,,,,,94358,
5060,,,,,86647,,,,,8258,,,,,7092,,,,,74708,
5061,,,,,153168,,,,,3652,,,,,12673,,,,,5872,
5062,,,,,187102,,,,,6476,,,,,1556,,,,,33935,
5063,,,,,3309,,,,,6685,,,,,6571,,,,,11687,
5064,,,,,13246,,,,,480,,,,,3958,,,,,3774,
5065,,,,,81165,,,,,465,,,,,1,,,,,8861,
5066,,,,,73169,,,,,571,,,,,50367,,,,,1065,
5067,,,,,336,,,,,773,,,,,11990,,,,,3207,
5068,,,,,1,,,,,13359,,,,,6529,,,,,245,
5069,,,,,37672,,,,,83,,,,,2925,,,,,1699,
5070,,,,,1,,,,,26791,,,,,12645,,,,,5249,
5071,,,,,78754,,,,,40970,,,,,86136,,,,,12778,
5072,,,,,62367,,,,,664,,,,,58314,,,,,390,
5073,,,,,5205,,,,,3564,,,,,3769,,,,,293,
5074,,,,,265823,,,,,2945,,,,,788,,,,,10108,
5075,,,,,7361,,,,,8315,,,,,27073,,,,,19439,
5076,,,,,66423,,,,,6698,,,,,68273,,,,,4543,
5077,,,,,584,,,,,15509,,,,,1408,,,,,3778,
5078,,,,,23858,,,,,0,,,,,6084,,,,,8605,
5079,,,,,55830,,,,,465,,,,,3213,,,,,2048,
5080,,,,,29081,,,,,152236,,,,,21613,,,,,2,
5081,,,,,79907,,,,,21283,,,,,2485,,,,,9546,
5082,,,,,12107,,,,,67309,,,,,1945,,,,,561,
5083,,,,,5156,,,,,66077,,,,,40199,,,,,543,
5084,,,,,64230,,,,,54,,,,,1721,,,,,413,
5085,,,,,105381,,,,,329,,,,,1006,,,,,1887,
5086,,,,,320294,,,,,4496,,,,,1,,,,,436,
5087,,,,,18934,,,,,72855,,,,,1,,,,,0,
5088,,,,,1,,,,,10756,,,,,17021,,,,,7638,
5089,,,,,57399,,,,,25943,,,,,2055,,,,,1657,
5090,,,,,92141,,,,,1534,,,,,4463,,,,,1125,
5091,,,,,1869,,,,,6699,,,,,8358,,,,,2031,
5092,,,,,1,,,,,4614,,,,,5733,,,,,5606,
5093,,,,,9459,,,,,34215,,,,,110197,,,,,0,
5094,,,,,272669,,,,,0,,,,,8193,,,,,5101,
5095,,,,,64794,,,,,29313,,,,,699,,,,,10,
5096,,,,,76101,,,,,2,,,,,21721,,,,,17,
5097,,,,,,,,,,1,,,,,4468,,,,,13,
5098,,,,,,,,,,3,,,,,797,,,,,3,
5099,,,,,,,,,,1,,,,,56181,,,,,6129,
5100,,,,,,,,,,5492,,,,,14920,,,,,3051,
5101,,,,,,,,,,54943,,,,,17468,,,,,1,
5102,,,,,,,,,,1,,,,,182,,,,,629,
5103,,,,,,,,,,7092,,,,,443,,,,,29586,
5104,,,,,,,,,,14229,,,,,1,,,,,6785,
5105,,,,,,,,,,6571,,,,,1,,,,,0,
5106,,,,,,,,,,3958,,,,,8126,,,,,6772,
5107,,,,,,,,,,1,,,,,51308,,,,,3083,
5108,,,,,,,,,,50367,,,,,35360,,,,,4196,
5109,,,,,,,,,,11990,,,,,2349,,,,,2010,
5110,,,,,,,,,,6529,,,,,106485,,,,,3373,
5111,,,,,,,,,,2925,,,,,35025,,,,,617,
5112,,,,,,,,,,12645,,,,,7336,,,,,8082,
5113,,,,,,,,,,86136,,,,,3907,,,,,2137,
5114,,,,,,,,,,58314,,,,,3585,,,,,1,
5115,,,,,,,,,,3769,,,,,54,,,,,6921,
5116,,,,,,,,,,788,,,,,11302,,,,,335,
5117,,,,,,,,,,27073,,,,,51,,,,,8594,
5118,,,,,,,,,,68273,,,,,190,,,,,28038,
5119,,,,,,,,,,7492,,,,,859,,,,,9806,
5120,,,,,,,,,,24826,,,,,22420,,,,,0,
5121,,,,,,,,,,4430,,,,,5476,,,,,3863,
5122,,,,,,,,,,40199,,,,,0,,,,,1085,
5123,,,,,,,,,,1721,,,,,33823,,,,,2509,
5124,,,,,,,,,,20084,,,,,390,,,,,1,
5125,,,,,,,,,,4463,,,,,9330,,,,,2,
5126,,,,,,,,,,8358,,,,,1,,,,,3,
5127,,,,,,,,,,5733,,,,,3926,,,,,1,
5128,,,,,,,,,,110197,,,,,3181,,,,,8682,
5129,,,,,,,,,,35081,,,,,0,,,,,1000,
5130,,,,,,,,,,797,,,,,0,,,,,553,
5131,,,,,,,,,,16726,,,,,0,,,,,1,
5132,,,,,,,,,,1,,,,,0,,,,,511,
5133,,,,,,,,,,72467,,,,,1059,,,,,0,
5134,,,,,,,,,,1,,,,,62,,,,,9603,
5135,,,,,,,,,,1,,,,,129,,,,,1147,
5136,,,,,,,,,,8126,,,,,183,,,,,0,
5137,,,,,,,,,,51308,,,,,3,,,,,3652,
5138,,,,,,,,,,35360,,,,,1122,,,,,14299,
5139,,,,,,,,,,108834,,,,,10654,,,,,23975,
5140,,,,,,,,,,42361,,,,,10204,,,,,17578,
5141,,,,,,,,,,18848,,,,,7,,,,,2043,
5142,,,,,,,,,,51,,,,,2258,,,,,6222,
5143,,,,,,,,,,190,,,,,0,,,,,6036,
5144,,,,,,,,,,859,,,,,3209,,,,,7971,
5145,,,,,,,,,,61719,,,,,36121,,,,,1492,
5146,,,,,,,,,,9720,,,,,10994,,,,,710,
5147,,,,,,,,,,1,,,,,210,,,,,565,
5148,,,,,,,,,,3926,,,,,28,,,,,647,
5149,,,,,,,,,,3181,,,,,0,,,,,6502,
5150,,,,,,,,,,0,,,,,283,,,,,9437,
5151,,,,,,,,,,0,,,,,2239,,,,,1,
5152,,,,,,,,,,0,,,,,804,,,,,74096,
5153,,,,,,,,,,0,,,,,7971,,,,,1,
5154,,,,,,,,,,1121,,,,,1028,,,,,62481,
5155,,,,,,,,,,312,,,,,212,,,,,20907,
5156,,,,,,,,,,3,,,,,30,,,,,21742,
5157,,,,,,,,,,11776,,,,,185,,,,,12086,
5158,,,,,,,,,,10204,,,,,15444,,,,,6541,
5159,,,,,,,,,,5474,,,,,64,,,,,13280,
5160,,,,,,,,,,47115,,,,,7955,,,,,6630,
5161,,,,,,,,,,238,,,,,37930,,,,,1,
5162,,,,,,,,,,0,,,,,6100,,,,,1,
5163,,,,,,,,,,283,,,,,10792,,,,,12487,
5164,,,,,,,,,,11014,,,,,7068,,,,,521,
5165,,,,,,,,,,1270,,,,,481,,,,,1,
5166,,,,,,,,,,15693,,,,,3416,,,,,1,
5167,,,,,,,,,,7955,,,,,689,,,,,1901,
5168,,,,,,,,,,37930,,,,,19865,,,,,3090,
5169,,,,,,,,,,6100,,,,,6804,,,,,109,
5170,,,,,,,,,,10792,,,,,0,,,,,5854,
5171,,,,,,,,,,7549,,,,,1,,,,,23235,
5172,,,,,,,,,,3416,,,,,1,,,,,30569,
5173,,,,,,,,,,31570,,,,,4210,,,,,5980,
5174,,,,,,,,,,32663,,,,,32663,,,,,8960,
5175,,,,,,,,,,11286,,,,,9346,,,,,0,
5176,,,,,,,,,,1,,,,,1940,,,,,3199,
5177,,,,,,,,,,19571,,,,,1,,,,,22380,
5178,,,,,,,,,,96373,,,,,1,,,,,38539,
5179,,,,,,,,,,132742,,,,,19570,,,,,14514,
5180,,,,,,,,,,3204,,,,,11586,,,,,7540,
5181,,,,,,,,,,10397,,,,,68905,,,,,1663,
5182,,,,,,,,,,10733,,,,,15882,,,,,1011,
5183,,,,,,,,,,6064,,,,,129046,,,,,2921,
5184,,,,,,,,,,2,,,,,2245,,,,,5009,
5185,,,,,,,,,,4490,,,,,1451,,,,,5378,
5186,,,,,,,,,,4726,,,,,3204,,,,,17643,
5187,,,,,,,,,,36176,,,,,2558,,,,,1370,
5188,,,,,,,,,,12232,,,,,6873,,,,,44440,
5189,,,,,,,,,,7786,,,,,966,,,,,178,
5190,,,,,,,,,,2,,,,,10733,,,,,3276,
5191,,,,,,,,,,1,,,,,6064,,,,,7961,
5192,,,,,,,,,,1,,,,,1,,,,,1582,
5193,,,,,,,,,,1,,,,,1,,,,,1258,
5194,,,,,,,,,,1,,,,,4490,,,,,723,
5195,,,,,,,,,,1,,,,,4726,,,,,4655,
5196,,,,,,,,,,2,,,,,36176,,,,,2694,
5197,,,,,,,,,,1,,,,,12232,,,,,1133,
5198,,,,,,,,,,6797,,,,,7786,,,,,327,
5199,,,,,,,,,,8289,,,,,2,,,,,5434,
5200,,,,,,,,,,1049,,,,,1,,,,,62312,
5201,,,,,,,,,,10544,,,,,1,,,,,5079,
5202,,,,,,,,,,50,,,,,1,,,,,8188,
5203,,,,,,,,,,46986,,,,,1,,,,,2835,
5204,,,,,,,,,,136,,,,,1,,,,,4486,
5205,,,,,,,,,,1820,,,,,2,,,,,2201,
5206,,,,,,,,,,1507,,,,,1,,,,,27,
5207,,,,,,,,,,4595,,,,,6797,,,,,3292,
5208,,,,,,,,,,8206,,,,,8287,,,,,63356,
5209,,,,,,,,,,8245,,,,,2,,,,,18663,
5210,,,,,,,,,,6234,,,,,1,,,,,61328,
5211,,,,,,,,,,2258,,,,,1,,,,,22975,
5212,,,,,,,,,,11091,,,,,1047,,,,,3710,
5213,,,,,,,,,,60176,,,,,10544,,,,,56098,
5214,,,,,,,,,,1384,,,,,50,,,,,5711,
5215,,,,,,,,,,1,,,,,46986,,,,,0,
5216,,,,,,,,,,0,,,,,136,,,,,0,
5217,,,,,,,,,,64291,,,,,1820,,,,,1,
5218,,,,,,,,,,6266,,,,,1507,,,,,1934,
5219,,,,,,,,,,2695,,,,,2710,,,,,896,
5220,,,,,,,,,,7,,,,,1,,,,,4407,
5221,,,,,,,,,,6,,,,,1884,,,,,921,
5222,,,,,,,,,,5728,,,,,8206,,,,,8890,
5223,,,,,,,,,,30747,,,,,8245,,,,,7292,
5224,,,,,,,,,,76609,,,,,6234,,,,,979,
5225,,,,,,,,,,123698,,,,,2258,,,,,10102,
5226,,,,,,,,,,19984,,,,,11091,,,,,3083,
5227,,,,,,,,,,2270,,,,,57615,,,,,5237,
5228,,,,,,,,,,18881,,,,,2561,,,,,36850,
5229,,,,,,,,,,2344,,,,,893,,,,,9986,
5230,,,,,,,,,,72360,,,,,491,,,,,242,
5231,,,,,,,,,,1330,,,,,1,,,,,4198,
5232,,,,,,,,,,5464,,,,,0,,,,,2509,
5233,,,,,,,,,,7040,,,,,59834,,,,,15,
5234,,,,,,,,,,4451,,,,,4457,,,,,576,
5235,,,,,,,,,,44134,,,,,6266,,,,,9450,
5236,,,,,,,,,,14254,,,,,2695,,,,,1405,
5237,,,,,,,,,,9132,,,,,7,,,,,1885,
5238,,,,,,,,,,858,,,,,6,,,,,11945,
5239,,,,,,,,,,10,,,,,13,,,,,2811,
5240,,,,,,,,,,3059,,,,,5715,,,,,7206,
5241,,,,,,,,,,3526,,,,,1920,,,,,34064,
5242,,,,,,,,,,1418,,,,,28827,,,,,596,
5243,,,,,,,,,,8764,,,,,43517,,,,,20571,
5244,,,,,,,,,,14739,,,,,33092,,,,,1775,
5245,,,,,,,,,,5888,,,,,101071,,,,,10294,
5246,,,,,,,,,,38460,,,,,22627,,,,,2994,
5247,,,,,,,,,,84147,,,,,19984,,,,,46561,
5248,,,,,,,,,,3564,,,,,2270,,,,,3341,
5249,,,,,,,,,,15401,,,,,18881,,,,,89,
5250,,,,,,,,,,2,,,,,2344,,,,,14678,
5251,,,,,,,,,,25273,,,,,17177,,,,,1004,
5252,,,,,,,,,,26,,,,,43953,,,,,1,
5253,,,,,,,,,,146575,,,,,4368,,,,,426,
5254,,,,,,,,,,59597,,,,,460,,,,,1224,
5255,,,,,,,,,,20356,,,,,3942,,,,,1165,
5256,,,,,,,,,,34780,,,,,2460,,,,,4610,
5257,,,,,,,,,,39233,,,,,1330,,,,,685,
5258,,,,,,,,,,3322,,,,,793,,,,,1547,
5259,,,,,,,,,,5301,,,,,4671,,,,,5857,
5260,,,,,,,,,,0,,,,,7040,,,,,97,
5261,,,,,,,,,,86618,,,,,4451,,,,,9,
5262,,,,,,,,,,4896,,,,,44134,,,,,54257,
5263,,,,,,,,,,10,,,,,14254,,,,,12267,
5264,,,,,,,,,,51063,,,,,9132,,,,,355,
5265,,,,,,,,,,18916,,,,,858,,,,,133,
5266,,,,,,,,,,9768,,,,,10,,,,,2581,
5267,,,,,,,,,,9267,,,,,1274,,,,,10561,
5268,,,,,,,,,,4349,,,,,1785,,,,,481,
5269,,,,,,,,,,4181,,,,,3191,,,,,13104,
5270,,,,,,,,,,4156,,,,,335,,,,,8582,
5271,,,,,,,,,,51691,,,,,1418,,,,,49047,
5272,,,,,,,,,,30036,,,,,8764,,,,,123947,
5273,,,,,,,,,,153184,,,,,2,,,,,8213,
5274,,,,,,,,,,0,,,,,5410,,,,,1,
5275,,,,,,,,,,29401,,,,,9327,,,,,47602,
5276,,,,,,,,,,38662,,,,,5066,,,,,1851,
5277,,,,,,,,,,24525,,,,,822,,,,,3669,
5278,,,,,,,,,,1071,,,,,38460,,,,,5597,
5279,,,,,,,,,,24635,,,,,23288,,,,,2157,
5280,,,,,,,,,,50941,,,,,22722,,,,,8567,
5281,,,,,,,,,,13908,,,,,38137,,,,,1,
5282,,,,,,,,,,106,,,,,3564,,,,,0,
5283,,,,,,,,,,12898,,,,,6702,,,,,0,
5284,,,,,,,,,,21406,,,,,8699,,,,,0,
5285,,,,,,,,,,33418,,,,,2,,,,,4,
5286,,,,,,,,,,17737,,,,,6460,,,,,1,
5287,,,,,,,,,,3264,,,,,18813,,,,,10591,
5288,,,,,,,,,,3356,,,,,26,,,,,3639,
5289,,,,,,,,,,27066,,,,,49029,,,,,10435,
5290,,,,,,,,,,3755,,,,,97546,,,,,26425,
5291,,,,,,,,,,31114,,,,,14219,,,,,647,
5292,,,,,,,,,,24935,,,,,45378,,,,,9394,
5293,,,,,,,,,,19,,,,,3986,,,,,3425,
5294,,,,,,,,,,3,,,,,1,,,,,9790,
5295,,,,,,,,,,2181,,,,,3875,,,,,1323,
5296,,,,,,,,,,67283,,,,,12494,,,,,375,
5297,,,,,,,,,,4717,,,,,1790,,,,,0,
5298,,,,,,,,,,2609,,,,,11848,,,,,889,
5299,,,,,,,,,,9088,,,,,17406,,,,,925,
5300,,,,,,,,,,5151,,,,,3736,,,,,16215,
5301,,,,,,,,,,2116,,,,,25294,,,,,7912,
5302,,,,,,,,,,81612,,,,,13939,,,,,30222,
5303,,,,,,,,,,3735,,,,,3322,,,,,5588,
5304,,,,,,,,,,150007,,,,,5300,,,,,2745,
5305,,,,,,,,,,10291,,,,,1,,,,,3242,
5306,,,,,,,,,,27094,,,,,0,,,,,190,
5307,,,,,,,,,,39891,,,,,5387,,,,,3905,
5308,,,,,,,,,,7322,,,,,16788,,,,,6928,
5309,,,,,,,,,,2691,,,,,12204,,,,,10326,
5310,,,,,,,,,,6381,,,,,35668,,,,,520,
5311,,,,,,,,,,593,,,,,7411,,,,,704,
5312,,,,,,,,,,16581,,,,,9160,,,,,14769,
5313,,,,,,,,,,9867,,,,,4896,,,,,42278,
5314,,,,,,,,,,31112,,,,,10,,,,,586,
5315,,,,,,,,,,17706,,,,,27488,,,,,8138,
5316,,,,,,,,,,10151,,,,,23575,,,,,7404,
5317,,,,,,,,,,0,,,,,18916,,,,,3888,
5318,,,,,,,,,,5032,,,,,9768,,,,,10083,
5319,,,,,,,,,,27846,,,,,548,,,,,0,
5320,,,,,,,,,,39792,,,,,8719,,,,,1,
5321,,,,,,,,,,1,,,,,4349,,,,,1,
5322,,,,,,,,,,10981,,,,,4181,,,,,1,
5323,,,,,,,,,,13953,,,,,4156,,,,,3840,
5324,,,,,,,,,,1,,,,,18704,,,,,53446,
5325,,,,,,,,,,50239,,,,,43780,,,,,4293,
5326,,,,,,,,,,35196,,,,,1457,,,,,0,
5327,,,,,,,,,,1595,,,,,17786,,,,,6657,
5328,,,,,,,,,,10583,,,,,153184,,,,,1222,
5329,,,,,,,,,,15954,,,,,0,,,,,10843,
5330,,,,,,,,,,57698,,,,,0,,,,,75049,
5331,,,,,,,,,,142393,,,,,0,,,,,15479,
5332,,,,,,,,,,8385,,,,,29401,,,,,7465,
5333,,,,,,,,,,8163,,,,,14229,,,,,72452,
5334,,,,,,,,,,17475,,,,,24433,,,,,9615,
5335,,,,,,,,,,6309,,,,,10493,,,,,1,
5336,,,,,,,,,,1981,,,,,14032,,,,,47764,
5337,,,,,,,,,,0,,,,,1071,,,,,5971,
5338,,,,,,,,,,2544,,,,,24635,,,,,1126,
5339,,,,,,,,,,1575,,,,,50936,,,,,22,
5340,,,,,,,,,,14859,,,,,5,,,,,1,
5341,,,,,,,,,,394,,,,,9486,,,,,13282,
5342,,,,,,,,,,0,,,,,4422,,,,,0,
5343,,,,,,,,,,36051,,,,,106,,,,,5570,
5344,,,,,,,,,,22326,,,,,12898,,,,,10311,
5345,,,,,,,,,,8277,,,,,18709,,,,,6738,
5346,,,,,,,,,,2,,,,,2697,,,,,530,
5347,,,,,,,,,,69072,,,,,1,,,,,54860,
5348,,,,,,,,,,432,,,,,1,,,,,5249,
5349,,,,,,,,,,25,,,,,33416,,,,,826,
5350,,,,,,,,,,1327,,,,,7952,,,,,5163,
5351,,,,,,,,,,5313,,,,,9785,,,,,3409,
5352,,,,,,,,,,1375,,,,,1310,,,,,4346,
5353,,,,,,,,,,17692,,,,,1954,,,,,833,
5354,,,,,,,,,,2402,,,,,3356,,,,,2916,
5355,,,,,,,,,,12028,,,,,11654,,,,,627,
5356,,,,,,,,,,18884,,,,,62,,,,,32838,
5357,,,,,,,,,,28545,,,,,35,,,,,2566,
5358,,,,,,,,,,0,,,,,15315,,,,,402,
5359,,,,,,,,,,5353,,,,,3755,,,,,3090,
5360,,,,,,,,,,580,,,,,23214,,,,,21209,
5361,,,,,,,,,,57510,,,,,7900,,,,,4881,
5362,,,,,,,,,,13907,,,,,8966,,,,,12583,
5363,,,,,,,,,,6,,,,,15562,,,,,5013,
5364,,,,,,,,,,19,,,,,407,,,,,1,
5365,,,,,,,,,,7748,,,,,19,,,,,545,
5366,,,,,,,,,,720,,,,,3,,,,,1256,
5367,,,,,,,,,,9092,,,,,4,,,,,12368,
5368,,,,,,,,,,74700,,,,,2177,,,,,390,
5369,,,,,,,,,,114890,,,,,12890,,,,,1,
5370,,,,,,,,,,76236,,,,,54393,,,,,1,
5371,,,,,,,,,,4471,,,,,4717,,,,,39270,
5372,,,,,,,,,,2142,,,,,2609,,,,,0,
5373,,,,,,,,,,11009,,,,,9088,,,,,7998,
5374,,,,,,,,,,38082,,,,,5151,,,,,974,
5375,,,,,,,,,,7469,,,,,1109,,,,,1207,
5376,,,,,,,,,,6836,,,,,1007,,,,,654,
5377,,,,,,,,,,2598,,,,,81612,,,,,8013,
5378,,,,,,,,,,1,,,,,3735,,,,,466,
5379,,,,,,,,,,2,,,,,111576,,,,,2550,
5380,,,,,,,,,,3307,,,,,38431,,,,,1032,
5381,,,,,,,,,,224,,,,,10291,,,,,0,
5382,,,,,,,,,,2157,,,,,11408,,,,,6890,
5383,,,,,,,,,,28084,,,,,15686,,,,,253,
5384,,,,,,,,,,29,,,,,39891,,,,,3593,
5385,,,,,,,,,,43549,,,,,7322,,,,,1,
5386,,,,,,,,,,3524,,,,,2691,,,,,1658,
5387,,,,,,,,,,7870,,,,,2603,,,,,7810,
5388,,,,,,,,,,71763,,,,,3778,,,,,3884,
5389,,,,,,,,,,17321,,,,,442,,,,,31322,
5390,,,,,,,,,,4094,,,,,151,,,,,0,
5391,,,,,,,,,,11541,,,,,7729,,,,,11268,
5392,,,,,,,,,,67652,,,,,8852,,,,,2262,
5393,,,,,,,,,,8832,,,,,9867,,,,,788,
5394,,,,,,,,,,66253,,,,,6519,,,,,3283,
5395,,,,,,,,,,13766,,,,,2156,,,,,5186,
5396,,,,,,,,,,0,,,,,22437,,,,,2524,
5397,,,,,,,,,,10034,,,,,16840,,,,,657,
5398,,,,,,,,,,141251,,,,,866,,,,,0,
5399,,,,,,,,,,9701,,,,,10140,,,,,13,
5400,,,,,,,,,,4970,,,,,11,,,,,4336,
5401,,,,,,,,,,55089,,,,,0,,,,,252,
5402,,,,,,,,,,113860,,,,,5032,,,,,1983,
5403,,,,,,,,,,42625,,,,,27846,,,,,4595,
5404,,,,,,,,,,55460,,,,,39792,,,,,16714,
5405,,,,,,,,,,15761,,,,,1,,,,,0,
5406,,,,,,,,,,9,,,,,10981,,,,,5511,
5407,,,,,,,,,,383,,,,,7423,,,,,834,
5408,,,,,,,,,,51919,,,,,6530,,,,,0,
5409,,,,,,,,,,216722,,,,,1,,,,,11052,
5410,,,,,,,,,,42698,,,,,50239,,,,,48613,
5411,,,,,,,,,,1430,,,,,8575,,,,,17439,
5412,,,,,,,,,,8318,,,,,14467,,,,,9657,
5413,,,,,,,,,,15818,,,,,12154,,,,,1509,
5414,,,,,,,,,,15392,,,,,1595,,,,,65486,
5415,,,,,,,,,,49346,,,,,10583,,,,,5201,
5416,,,,,,,,,,14011,,,,,5254,,,,,0,
5417,,,,,,,,,,27,,,,,10700,,,,,43237,
5418,,,,,,,,,,192,,,,,57698,,,,,9446,
5419,,,,,,,,,,3042,,,,,125479,,,,,398,
5420,,,,,,,,,,10595,,,,,16914,,,,,1905,
5421,,,,,,,,,,8698,,,,,8385,,,,,9874,
5422,,,,,,,,,,47566,,,,,23857,,,,,2647,
5423,,,,,,,,,,5315,,,,,1781,,,,,666,
5424,,,,,,,,,,5547,,,,,6309,,,,,1066,
5425,,,,,,,,,,67647,,,,,270,,,,,2633,
5426,,,,,,,,,,0,,,,,1711,,,,,421,
5427,,,,,,,,,,0,,,,,0,,,,,1259,
5428,,,,,,,,,,19182,,,,,2544,,,,,364,
5429,,,,,,,,,,3321,,,,,1575,,,,,856,
5430,,,,,,,,,,6877,,,,,8127,,,,,2,
5431,,,,,,,,,,76309,,,,,6732,,,,,1362,
5432,,,,,,,,,,20508,,,,,394,,,,,692,
5433,,,,,,,,,,1,,,,,0,,,,,3612,
5434,,,,,,,,,,1,,,,,36051,,,,,11621,
5435,,,,,,,,,,148535,,,,,6052,,,,,2814,
5436,,,,,,,,,,73326,,,,,16274,,,,,3099,
5437,,,,,,,,,,23810,,,,,8277,,,,,10219,
5438,,,,,,,,,,1465,,,,,2,,,,,23,
5439,,,,,,,,,,11734,,,,,57660,,,,,2723,
5440,,,,,,,,,,344,,,,,1634,,,,,0,
5441,,,,,,,,,,3354,,,,,9778,,,,,6099,
5442,,,,,,,,,,34861,,,,,432,,,,,23167,
5443,,,,,,,,,,9208,,,,,25,,,,,5909,
5444,,,,,,,,,,4306,,,,,1327,,,,,1,
5445,,,,,,,,,,30206,,,,,5313,,,,,0,
5446,,,,,,,,,,9708,,,,,4,,,,,1,
5447,,,,,,,,,,52325,,,,,1371,,,,,243,
5448,,,,,,,,,,6028,,,,,17692,,,,,1,
5449,,,,,,,,,,72727,,,,,2402,,,,,1,
5450,,,,,,,,,,8014,,,,,12028,,,,,1792,
5451,,,,,,,,,,42454,,,,,18884,,,,,3494,
5452,,,,,,,,,,26432,,,,,12709,,,,,1,
5453,,,,,,,,,,6168,,,,,5638,,,,,1,
5454,,,,,,,,,,92265,,,,,813,,,,,1,
5455,,,,,,,,,,99314,,,,,7679,,,,,63,
5456,,,,,,,,,,8981,,,,,1706,,,,,326,
5457,,,,,,,,,,4521,,,,,0,,,,,1,
5458,,,,,,,,,,77,,,,,3130,,,,,709,
5459,,,,,,,,,,52287,,,,,2223,,,,,2,
5460,,,,,,,,,,8966,,,,,580,,,,,1,
5461,,,,,,,,,,2693,,,,,57510,,,,,1,
5462,,,,,,,,,,6091,,,,,13907,,,,,1,
5463,,,,,,,,,,2230,,,,,3,,,,,1,
5464,,,,,,,,,,5831,,,,,3,,,,,204,
5465,,,,,,,,,,4887,,,,,19,,,,,1,
5466,,,,,,,,,,1757,,,,,7748,,,,,190,
5467,,,,,,,,,,11151,,,,,720,,,,,34781,
5468,,,,,,,,,,3239,,,,,9092,,,,,143,
5469,,,,,,,,,,3588,,,,,3747,,,,,34453,
5470,,,,,,,,,,34418,,,,,6478,,,,,942,
5471,,,,,,,,,,9912,,,,,1,,,,,17,
5472,,,,,,,,,,0,,,,,7749,,,,,17,
5473,,,,,,,,,,0,,,,,47845,,,,,14,
5474,,,,,,,,,,0,,,,,8880,,,,,2950,
5475,,,,,,,,,,0,,,,,114890,,,,,3425,
5476,,,,,,,,,,10035,,,,,76236,,,,,4718,
5477,,,,,,,,,,74027,,,,,4471,,,,,2591,
5478,,,,,,,,,,0,,,,,2142,,,,,2149,
5479,,,,,,,,,,12724,,,,,11009,,,,,1,
5480,,,,,,,,,,802,,,,,36572,,,,,1,
5481,,,,,,,,,,5279,,,,,1510,,,,,1,
5482,,,,,,,,,,16202,,,,,861,,,,,1,
5483,,,,,,,,,,46339,,,,,6608,,,,,1,
5484,,,,,,,,,,5986,,,,,6836,,,,,1,
5485,,,,,,,,,,6971,,,,,2598,,,,,1,
5486,,,,,,,,,,5220,,,,,1,,,,,1,
5487,,,,,,,,,,2479,,,,,2,,,,,3,
5488,,,,,,,,,,31144,,,,,1200,,,,,1,
5489,,,,,,,,,,52531,,,,,2107,,,,,4,
5490,,,,,,,,,,26395,,,,,224,,,,,10585,
5491,,,,,,,,,,44528,,,,,2157,,,,,2140,
5492,,,,,,,,,,180241,,,,,27942,,,,,2,
5493,,,,,,,,,,21507,,,,,94,,,,,1,
5494,,,,,,,,,,793,,,,,48,,,,,2,
5495,,,,,,,,,,1,,,,,29,,,,,5027,
5496,,,,,,,,,,1,,,,,22,,,,,8008,
5497,,,,,,,,,,69281,,,,,43527,,,,,11918,
5498,,,,,,,,,,1325,,,,,3524,,,,,37489,
5499,,,,,,,,,,11118,,,,,7870,,,,,3084,
5500,,,,,,,,,,61845,,,,,71763,,,,,2400,
5501,,,,,,,,,,13916,,,,,13154,,,,,1,
5502,,,,,,,,,,38343,,,,,4167,,,,,1069,
5503,,,,,,,,,,17346,,,,,23,,,,,355,
5504,,,,,,,,,,10536,,,,,12,,,,,4771,
5505,,,,,,,,,,1023,,,,,4059,,,,,2,
5506,,,,,,,,,,3340,,,,,9138,,,,,3436,
5507,,,,,,,,,,5945,,,,,1,,,,,9503,
5508,,,,,,,,,,1970,,,,,2402,,,,,2419,
5509,,,,,,,,,,7053,,,,,67652,,,,,25005,
5510,,,,,,,,,,1496,,,,,8832,,,,,32154,
5511,,,,,,,,,,7112,,,,,66253,,,,,2821,
5512,,,,,,,,,,12769,,,,,13766,,,,,1,
5513,,,,,,,,,,7209,,,,,0,,,,,1,
5514,,,,,,,,,,92131,,,,,6788,,,,,3086,
5515,,,,,,,,,,848,,,,,3246,,,,,2897,
5516,,,,,,,,,,160189,,,,,141251,,,,,7252,
5517,,,,,,,,,,1055,,,,,9701,,,,,2112,
5518,,,,,,,,,,30367,,,,,3921,,,,,0,
5519,,,,,,,,,,34331,,,,,1049,,,,,2637,
5520,,,,,,,,,,9234,,,,,3293,,,,,7330,
5521,,,,,,,,,,4475,,,,,51796,,,,,1,
